Date,Time,Year,Month,Hour,Holiday,Working Day,Weekday,Temperature,Station ID,Station Location,User ID,User Age,User Gender,Trip Duration,Trip Start Time,Trip End Time,Season,Weather Conditions,Rider Type,Bike Type
2022-07-07,14:00,2022,July,14,No,Yes,Thursday,27.0,ST003,Jubilee Hills,U2438,52,Male,21,14:00,14:21,Monsoon,Cloudy,Casual,Standard Bike
2022-07-07,15:00,2022,July,15,No,Yes,Thursday,36.2,ST010,Secunderabad,U2439,18,Male,22,15:00,15:22,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-07,16:00,2022,July,16,No,Yes,Thursday,22.4,ST006,Hitech City,U2440,24,Male,31,16:00,16:31,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-07,17:00,2022,July,17,No,Yes,Thursday,38.8,ST003,Jubilee Hills,U2441,23,Female,39,17:00,17:39,Monsoon,Cloudy,Casual,Standard Bike
2022-07-07,18:00,2022,July,18,No,Yes,Thursday,30.2,ST008,Shamshabad,U2442,30,Female,11,18:00,18:11,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-07,19:00,2022,July,19,No,Yes,Thursday,25.7,ST001,Banjara Hills,U2443,55,Female,15,19:00,19:15,Monsoon,Cloudy,Casual,Standard Bike
2022-07-07,20:00,2022,July,20,No,Yes,Thursday,30.2,ST005,Begumpet,U2444,32,Male,35,20:00,20:35,Monsoon,Cloudy,Casual,Standard Bike
2022-07-08,08:00,2022,July,8,No,Yes,Friday,28.9,ST004,Madhapur,U2445,63,Male,20,08:00,08:20,Monsoon,Rainy,Casual,Standard Bike
2022-07-08,09:00,2022,July,9,No,Yes,Friday,38.2,ST010,Secunderabad,U2446,60,Female,11,09:00,09:11,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-08,10:00,2022,July,10,No,Yes,Friday,33.2,ST002,Gachibowli,U2447,18,Female,24,10:00,10:24,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-08,11:00,2022,July,11,No,Yes,Friday,39.1,ST007,Kondapur,U2448,23,Male,20,11:00,11:20,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-08,12:00,2022,July,12,No,Yes,Friday,30.4,ST003,Jubilee Hills,U2449,61,Female,26,12:00,12:26,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-08,13:00,2022,July,13,No,Yes,Friday,34.4,ST002,Gachibowli,U2450,44,Male,43,13:00,13:43,Monsoon,Rainy,Casual,Standard Bike
2022-07-08,14:00,2022,July,14,No,Yes,Friday,38.1,ST002,Gachibowli,U2451,23,Female,36,14:00,14:36,Monsoon,Rainy,Casual,Electric Bike
2022-07-08,15:00,2022,July,15,No,Yes,Friday,26.1,ST003,Jubilee Hills,U2452,47,Female,30,15:00,15:30,Monsoon,Rainy,Casual,Premium Bike
2022-07-08,16:00,2022,July,16,No,Yes,Friday,32.4,ST009,Kukatpally,U2453,37,Female,54,16:00,16:54,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-08,17:00,2022,July,17,No,Yes,Friday,31.8,ST002,Gachibowli,U2454,21,Female,42,17:00,17:42,Monsoon,Rainy,Casual,Premium Bike
2022-07-08,18:00,2022,July,18,No,Yes,Friday,21.4,ST004,Madhapur,U2455,19,Female,12,18:00,18:12,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-08,19:00,2022,July,19,No,Yes,Friday,24.6,ST007,Kondapur,U2456,53,Male,13,19:00,19:13,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-08,20:00,2022,July,20,No,Yes,Friday,33.4,ST001,Banjara Hills,U2457,36,Female,51,20:00,20:51,Monsoon,Rainy,Casual,Standard Bike
2022-07-09,08:00,2022,July,8,Yes,No,Saturday,33.6,ST010,Secunderabad,U2458,40,Female,54,08:00,08:54,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-09,09:00,2022,July,9,Yes,No,Saturday,30.0,ST001,Banjara Hills,U2459,29,Female,41,09:00,09:41,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-09,10:00,2022,July,10,Yes,No,Saturday,38.1,ST007,Kondapur,U2460,29,Male,25,10:00,10:25,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-09,11:00,2022,July,11,Yes,No,Saturday,28.5,ST009,Kukatpally,U2461,38,Female,57,11:00,11:57,Monsoon,Rainy,Casual,Electric Bike
2022-07-09,12:00,2022,July,12,Yes,No,Saturday,29.9,ST006,Hitech City,U2462,54,Female,32,12:00,12:32,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-09,13:00,2022,July,13,Yes,No,Saturday,34.3,ST005,Begumpet,U2463,40,Female,17,13:00,13:17,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-09,14:00,2022,July,14,Yes,No,Saturday,27.0,ST007,Kondapur,U2464,42,Female,15,14:00,14:15,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-09,15:00,2022,July,15,Yes,No,Saturday,30.7,ST007,Kondapur,U2465,61,Female,10,15:00,15:10,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-09,16:00,2022,July,16,Yes,No,Saturday,36.3,ST006,Hitech City,U2466,43,Male,22,16:00,16:22,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-09,17:00,2022,July,17,Yes,No,Saturday,33.1,ST009,Kukatpally,U2467,33,Female,58,17:00,17:58,Monsoon,Rainy,Casual,Electric Bike
2022-07-09,18:00,2022,July,18,Yes,No,Saturday,30.4,ST001,Banjara Hills,U2468,31,Male,30,18:00,18:30,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-09,19:00,2022,July,19,Yes,No,Saturday,37.4,ST006,Hitech City,U2469,46,Male,23,19:00,19:23,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-09,20:00,2022,July,20,Yes,No,Saturday,21.3,ST010,Secunderabad,U2470,47,Female,31,20:00,20:31,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-10,08:00,2022,July,8,Yes,No,Sunday,32.7,ST008,Shamshabad,U2471,36,Female,36,08:00,08:36,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-10,09:00,2022,July,9,Yes,No,Sunday,37.1,ST006,Hitech City,U2472,35,Male,33,09:00,09:33,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-10,10:00,2022,July,10,Yes,No,Sunday,24.1,ST003,Jubilee Hills,U2473,31,Female,23,10:00,10:23,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-10,11:00,2022,July,11,Yes,No,Sunday,27.9,ST006,Hitech City,U2474,59,Male,49,11:00,11:49,Monsoon,Cloudy,Casual,Standard Bike
2022-07-10,12:00,2022,July,12,Yes,No,Sunday,37.3,ST001,Banjara Hills,U2475,34,Male,32,12:00,12:32,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-10,13:00,2022,July,13,Yes,No,Sunday,24.0,ST010,Secunderabad,U2476,51,Male,16,13:00,13:16,Monsoon,Cloudy,Casual,Electric Bike
2022-07-10,14:00,2022,July,14,Yes,No,Sunday,20.7,ST006,Hitech City,U2477,49,Male,42,14:00,14:42,Monsoon,Cloudy,Casual,Premium Bike
2022-07-10,15:00,2022,July,15,Yes,No,Sunday,24.1,ST004,Madhapur,U2478,41,Male,18,15:00,15:18,Monsoon,Cloudy,Casual,Premium Bike
2022-07-10,16:00,2022,July,16,Yes,No,Sunday,39.6,ST003,Jubilee Hills,U2479,46,Female,19,16:00,16:19,Monsoon,Cloudy,Casual,Premium Bike
2022-07-10,17:00,2022,July,17,Yes,No,Sunday,23.6,ST005,Begumpet,U2480,38,Female,17,17:00,17:17,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-10,18:00,2022,July,18,Yes,No,Sunday,36.7,ST010,Secunderabad,U2481,24,Female,23,18:00,18:23,Monsoon,Cloudy,Casual,Electric Bike
2022-07-10,19:00,2022,July,19,Yes,No,Sunday,39.9,ST008,Shamshabad,U2482,39,Female,56,19:00,19:56,Monsoon,Cloudy,Casual,Standard Bike
2022-07-10,20:00,2022,July,20,Yes,No,Sunday,33.8,ST004,Madhapur,U2483,36,Female,42,20:00,20:42,Monsoon,Cloudy,Casual,Standard Bike
2022-07-11,08:00,2022,July,8,No,Yes,Monday,20.9,ST001,Banjara Hills,U2484,59,Female,32,08:00,08:32,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-11,09:00,2022,July,9,No,Yes,Monday,37.4,ST003,Jubilee Hills,U2485,61,Male,33,09:00,09:33,Monsoon,Rainy,Casual,Premium Bike
2022-07-11,10:00,2022,July,10,No,Yes,Monday,37.4,ST007,Kondapur,U2486,33,Male,17,10:00,10:17,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-11,11:00,2022,July,11,No,Yes,Monday,34.5,ST002,Gachibowli,U2487,45,Female,38,11:00,11:38,Monsoon,Rainy,Casual,Premium Bike
2022-07-11,12:00,2022,July,12,No,Yes,Monday,22.9,ST003,Jubilee Hills,U2488,63,Male,55,12:00,12:55,Monsoon,Rainy,Casual,Electric Bike
2022-07-11,13:00,2022,July,13,No,Yes,Monday,28.9,ST009,Kukatpally,U2489,32,Male,42,13:00,13:42,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-11,14:00,2022,July,14,No,Yes,Monday,21.3,ST004,Madhapur,U2490,36,Male,52,14:00,14:52,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-11,15:00,2022,July,15,No,Yes,Monday,33.7,ST003,Jubilee Hills,U2491,43,Female,30,15:00,15:30,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-11,16:00,2022,July,16,No,Yes,Monday,25.2,ST007,Kondapur,U2492,28,Male,40,16:00,16:40,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-11,17:00,2022,July,17,No,Yes,Monday,31.7,ST010,Secunderabad,U2493,43,Male,29,17:00,17:29,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-11,18:00,2022,July,18,No,Yes,Monday,36.9,ST003,Jubilee Hills,U2494,45,Female,15,18:00,18:15,Monsoon,Rainy,Casual,Electric Bike
2022-07-11,19:00,2022,July,19,No,Yes,Monday,34.0,ST002,Gachibowli,U2495,24,Female,24,19:00,19:24,Monsoon,Rainy,Casual,Premium Bike
2022-07-11,20:00,2022,July,20,No,Yes,Monday,25.4,ST004,Madhapur,U2496,27,Female,55,20:00,20:55,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-12,08:00,2022,July,8,No,Yes,Tuesday,34.9,ST008,Shamshabad,U2497,55,Female,27,08:00,08:27,Monsoon,Cloudy,Casual,Premium Bike
2022-07-12,09:00,2022,July,9,No,Yes,Tuesday,37.3,ST002,Gachibowli,U2498,52,Female,52,09:00,09:52,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-12,10:00,2022,July,10,No,Yes,Tuesday,31.3,ST008,Shamshabad,U2499,37,Female,32,10:00,10:32,Monsoon,Cloudy,Casual,Premium Bike
2022-07-12,11:00,2022,July,11,No,Yes,Tuesday,27.2,ST005,Begumpet,U2500,39,Female,31,11:00,11:31,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-12,12:00,2022,July,12,No,Yes,Tuesday,27.0,ST002,Gachibowli,U2501,49,Male,14,12:00,12:14,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-12,13:00,2022,July,13,No,Yes,Tuesday,31.8,ST004,Madhapur,U2502,52,Female,24,13:00,13:24,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-12,14:00,2022,July,14,No,Yes,Tuesday,27.7,ST004,Madhapur,U2503,58,Male,14,14:00,14:14,Monsoon,Cloudy,Casual,Electric Bike
2022-07-12,15:00,2022,July,15,No,Yes,Tuesday,31.1,ST002,Gachibowli,U2504,43,Male,21,15:00,15:21,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-12,16:00,2022,July,16,No,Yes,Tuesday,35.0,ST004,Madhapur,U2505,26,Male,60,16:00,17:00,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-12,17:00,2022,July,17,No,Yes,Tuesday,24.6,ST004,Madhapur,U2506,25,Male,27,17:00,17:27,Monsoon,Cloudy,Casual,Standard Bike
2022-07-12,18:00,2022,July,18,No,Yes,Tuesday,35.0,ST003,Jubilee Hills,U2507,24,Female,56,18:00,18:56,Monsoon,Cloudy,Casual,Premium Bike
2022-07-12,19:00,2022,July,19,No,Yes,Tuesday,39.7,ST002,Gachibowli,U2508,29,Female,39,19:00,19:39,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-12,20:00,2022,July,20,No,Yes,Tuesday,21.4,ST010,Secunderabad,U2509,19,Male,13,20:00,20:13,Monsoon,Cloudy,Casual,Premium Bike
2022-07-13,08:00,2022,July,8,No,Yes,Wednesday,25.0,ST003,Jubilee Hills,U2510,57,Male,33,08:00,08:33,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-13,09:00,2022,July,9,No,Yes,Wednesday,36.4,ST005,Begumpet,U2511,18,Female,33,09:00,09:33,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-13,10:00,2022,July,10,No,Yes,Wednesday,38.6,ST008,Shamshabad,U2512,22,Male,51,10:00,10:51,Monsoon,Cloudy,Casual,Premium Bike
2022-07-13,11:00,2022,July,11,No,Yes,Wednesday,27.6,ST010,Secunderabad,U2513,45,Female,39,11:00,11:39,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-13,12:00,2022,July,12,No,Yes,Wednesday,36.0,ST009,Kukatpally,U2514,54,Male,35,12:00,12:35,Monsoon,Cloudy,Casual,Premium Bike
2022-07-13,13:00,2022,July,13,No,Yes,Wednesday,31.5,ST009,Kukatpally,U2515,32,Male,23,13:00,13:23,Monsoon,Cloudy,Casual,Premium Bike
2022-07-13,14:00,2022,July,14,No,Yes,Wednesday,24.5,ST002,Gachibowli,U2516,36,Female,18,14:00,14:18,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-13,15:00,2022,July,15,No,Yes,Wednesday,24.5,ST007,Kondapur,U2517,29,Male,54,15:00,15:54,Monsoon,Cloudy,Casual,Electric Bike
2022-07-13,16:00,2022,July,16,No,Yes,Wednesday,32.3,ST004,Madhapur,U2518,44,Female,11,16:00,16:11,Monsoon,Cloudy,Casual,Premium Bike
2022-07-13,17:00,2022,July,17,No,Yes,Wednesday,24.3,ST005,Begumpet,U2519,23,Female,31,17:00,17:31,Monsoon,Cloudy,Casual,Standard Bike
2022-07-13,18:00,2022,July,18,No,Yes,Wednesday,24.1,ST002,Gachibowli,U2520,25,Female,30,18:00,18:30,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-13,19:00,2022,July,19,No,Yes,Wednesday,23.1,ST010,Secunderabad,U2521,62,Female,47,19:00,19:47,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-13,20:00,2022,July,20,No,Yes,Wednesday,37.1,ST004,Madhapur,U2522,39,Male,48,20:00,20:48,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-14,08:00,2022,July,8,No,Yes,Thursday,35.5,ST009,Kukatpally,U2523,37,Female,33,08:00,08:33,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-14,09:00,2022,July,9,No,Yes,Thursday,23.0,ST008,Shamshabad,U2524,28,Male,27,09:00,09:27,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-14,10:00,2022,July,10,No,Yes,Thursday,21.8,ST002,Gachibowli,U2525,53,Female,52,10:00,10:52,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-14,11:00,2022,July,11,No,Yes,Thursday,29.1,ST007,Kondapur,U2526,37,Male,42,11:00,11:42,Monsoon,Rainy,Casual,Premium Bike
2022-07-14,12:00,2022,July,12,No,Yes,Thursday,20.1,ST005,Begumpet,U2527,43,Male,45,12:00,12:45,Monsoon,Rainy,Casual,Premium Bike
2022-07-14,13:00,2022,July,13,No,Yes,Thursday,38.2,ST006,Hitech City,U2528,39,Female,27,13:00,13:27,Monsoon,Rainy,Casual,Standard Bike
2022-07-14,14:00,2022,July,14,No,Yes,Thursday,29.4,ST002,Gachibowli,U2529,43,Male,18,14:00,14:18,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-14,15:00,2022,July,15,No,Yes,Thursday,21.2,ST002,Gachibowli,U2530,22,Female,35,15:00,15:35,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-14,16:00,2022,July,16,No,Yes,Thursday,39.0,ST005,Begumpet,U2531,59,Male,34,16:00,16:34,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-14,17:00,2022,July,17,No,Yes,Thursday,38.0,ST001,Banjara Hills,U2532,48,Male,18,17:00,17:18,Monsoon,Rainy,Casual,Premium Bike
2022-07-14,18:00,2022,July,18,No,Yes,Thursday,21.0,ST007,Kondapur,U2533,55,Male,53,18:00,18:53,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-14,19:00,2022,July,19,No,Yes,Thursday,31.8,ST003,Jubilee Hills,U2534,62,Female,55,19:00,19:55,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-14,20:00,2022,July,20,No,Yes,Thursday,31.5,ST005,Begumpet,U2535,36,Female,53,20:00,20:53,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,08:00,2022,July,8,No,Yes,Friday,23.8,ST002,Gachibowli,U2536,64,Female,25,08:00,08:25,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-15,09:00,2022,July,9,No,Yes,Friday,25.6,ST004,Madhapur,U2537,51,Female,50,09:00,09:50,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,10:00,2022,July,10,No,Yes,Friday,35.5,ST004,Madhapur,U2538,39,Male,30,10:00,10:30,Monsoon,Rainy,Casual,Standard Bike
2022-07-15,11:00,2022,July,11,No,Yes,Friday,32.2,ST010,Secunderabad,U2539,32,Male,45,11:00,11:45,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,12:00,2022,July,12,No,Yes,Friday,34.0,ST006,Hitech City,U2540,23,Female,33,12:00,12:33,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-15,13:00,2022,July,13,No,Yes,Friday,20.2,ST009,Kukatpally,U2541,65,Male,46,13:00,13:46,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-15,14:00,2022,July,14,No,Yes,Friday,32.8,ST009,Kukatpally,U2542,51,Female,12,14:00,14:12,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-15,15:00,2022,July,15,No,Yes,Friday,25.1,ST010,Secunderabad,U2543,26,Female,37,15:00,15:37,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,16:00,2022,July,16,No,Yes,Friday,28.7,ST002,Gachibowli,U2544,28,Female,13,16:00,16:13,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,17:00,2022,July,17,No,Yes,Friday,22.1,ST009,Kukatpally,U2545,37,Female,15,17:00,17:15,Monsoon,Rainy,Casual,Standard Bike
2022-07-15,18:00,2022,July,18,No,Yes,Friday,28.9,ST002,Gachibowli,U2546,32,Male,51,18:00,18:51,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,19:00,2022,July,19,No,Yes,Friday,31.1,ST003,Jubilee Hills,U2547,20,Male,36,19:00,19:36,Monsoon,Rainy,Casual,Premium Bike
2022-07-15,20:00,2022,July,20,No,Yes,Friday,32.2,ST002,Gachibowli,U2548,60,Male,54,20:00,20:54,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-16,08:00,2022,July,8,No,Yes,Saturday,36.6,ST007,Kondapur,U2549,57,Male,14,08:00,08:14,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,09:00,2022,July,9,No,Yes,Saturday,35.1,ST005,Begumpet,U2550,38,Female,51,09:00,09:51,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,10:00,2022,July,10,No,Yes,Saturday,33.3,ST010,Secunderabad,U2551,18,Female,29,10:00,10:29,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-16,11:00,2022,July,11,No,Yes,Saturday,30.6,ST009,Kukatpally,U2552,60,Female,32,11:00,11:32,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-16,12:00,2022,July,12,No,Yes,Saturday,22.9,ST005,Begumpet,U2553,46,Male,11,12:00,12:11,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,13:00,2022,July,13,No,Yes,Saturday,38.2,ST002,Gachibowli,U2554,56,Female,16,13:00,13:16,Monsoon,Rainy,Casual,Electric Bike
2022-07-16,14:00,2022,July,14,No,Yes,Saturday,28.3,ST001,Banjara Hills,U2555,51,Female,21,14:00,14:21,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,15:00,2022,July,15,No,Yes,Saturday,31.7,ST007,Kondapur,U2556,37,Male,17,15:00,15:17,Monsoon,Rainy,Casual,Standard Bike
2022-07-16,16:00,2022,July,16,No,Yes,Saturday,25.6,ST007,Kondapur,U2557,43,Female,34,16:00,16:34,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,17:00,2022,July,17,No,Yes,Saturday,28.6,ST004,Madhapur,U2558,39,Female,33,17:00,17:33,Monsoon,Rainy,Casual,Electric Bike
2022-07-16,18:00,2022,July,18,No,Yes,Saturday,23.6,ST001,Banjara Hills,U2559,30,Female,38,18:00,18:38,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-16,19:00,2022,July,19,No,Yes,Saturday,36.0,ST006,Hitech City,U2560,40,Male,40,19:00,19:40,Monsoon,Rainy,Casual,Standard Bike
2022-07-16,20:00,2022,July,20,No,Yes,Saturday,26.4,ST004,Madhapur,U2561,20,Male,39,20:00,20:39,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-17,08:00,2022,July,8,Yes,No,Sunday,26.2,ST001,Banjara Hills,U2562,52,Male,50,08:00,08:50,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-17,09:00,2022,July,9,Yes,No,Sunday,27.8,ST006,Hitech City,U2563,34,Female,37,09:00,09:37,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-17,10:00,2022,July,10,Yes,No,Sunday,21.5,ST010,Secunderabad,U2564,64,Male,19,10:00,10:19,Monsoon,Rainy,Casual,Standard Bike
2022-07-17,11:00,2022,July,11,Yes,No,Sunday,33.4,ST004,Madhapur,U2565,42,Male,42,11:00,11:42,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-17,12:00,2022,July,12,Yes,No,Sunday,21.2,ST005,Begumpet,U2566,56,Female,60,12:00,13:00,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-17,13:00,2022,July,13,Yes,No,Sunday,35.6,ST009,Kukatpally,U2567,22,Male,15,13:00,13:15,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-17,14:00,2022,July,14,Yes,No,Sunday,20.3,ST001,Banjara Hills,U2568,63,Female,22,14:00,14:22,Monsoon,Rainy,Casual,Standard Bike
2022-07-17,15:00,2022,July,15,Yes,No,Sunday,29.5,ST001,Banjara Hills,U2569,35,Female,12,15:00,15:12,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-17,16:00,2022,July,16,Yes,No,Sunday,33.4,ST005,Begumpet,U2570,59,Female,59,16:00,16:59,Monsoon,Rainy,Casual,Electric Bike
2022-07-17,17:00,2022,July,17,Yes,No,Sunday,20.0,ST006,Hitech City,U2571,55,Male,30,17:00,17:30,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-17,18:00,2022,July,18,Yes,No,Sunday,27.0,ST004,Madhapur,U2572,42,Male,40,18:00,18:40,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-17,19:00,2022,July,19,Yes,No,Sunday,22.7,ST001,Banjara Hills,U2573,34,Female,22,19:00,19:22,Monsoon,Rainy,Casual,Premium Bike
2022-07-17,20:00,2022,July,20,Yes,No,Sunday,30.7,ST006,Hitech City,U2574,59,Female,20,20:00,20:20,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-18,08:00,2022,July,8,No,Yes,Monday,34.3,ST008,Shamshabad,U2575,37,Male,30,08:00,08:30,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-18,09:00,2022,July,9,No,Yes,Monday,35.8,ST002,Gachibowli,U2576,40,Male,34,09:00,09:34,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-18,10:00,2022,July,10,No,Yes,Monday,28.4,ST006,Hitech City,U2577,20,Male,38,10:00,10:38,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-18,11:00,2022,July,11,No,Yes,Monday,36.7,ST007,Kondapur,U2578,49,Female,37,11:00,11:37,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-18,12:00,2022,July,12,No,Yes,Monday,25.0,ST004,Madhapur,U2579,54,Female,18,12:00,12:18,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-18,13:00,2022,July,13,No,Yes,Monday,37.0,ST007,Kondapur,U2580,33,Female,44,13:00,13:44,Monsoon,Cloudy,Casual,Premium Bike
2022-07-18,14:00,2022,July,14,No,Yes,Monday,20.0,ST001,Banjara Hills,U2581,26,Male,38,14:00,14:38,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-18,15:00,2022,July,15,No,Yes,Monday,35.2,ST008,Shamshabad,U2582,20,Female,31,15:00,15:31,Monsoon,Cloudy,Casual,Electric Bike
2022-07-18,16:00,2022,July,16,No,Yes,Monday,33.9,ST009,Kukatpally,U2583,31,Female,10,16:00,16:10,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-18,17:00,2022,July,17,No,Yes,Monday,32.4,ST004,Madhapur,U2584,21,Female,40,17:00,17:40,Monsoon,Cloudy,Casual,Standard Bike
2022-07-18,18:00,2022,July,18,No,Yes,Monday,36.4,ST009,Kukatpally,U2585,28,Female,20,18:00,18:20,Monsoon,Cloudy,Casual,Electric Bike
2022-07-18,19:00,2022,July,19,No,Yes,Monday,21.6,ST007,Kondapur,U2586,29,Male,15,19:00,19:15,Monsoon,Cloudy,Casual,Electric Bike
2022-07-18,20:00,2022,July,20,No,Yes,Monday,33.6,ST010,Secunderabad,U2587,21,Male,33,20:00,20:33,Monsoon,Cloudy,Casual,Premium Bike
2022-07-19,08:00,2022,July,8,No,Yes,Tuesday,24.8,ST003,Jubilee Hills,U2588,34,Male,26,08:00,08:26,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-19,09:00,2022,July,9,No,Yes,Tuesday,27.0,ST007,Kondapur,U2589,60,Male,27,09:00,09:27,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-19,10:00,2022,July,10,No,Yes,Tuesday,21.5,ST008,Shamshabad,U2590,49,Male,18,10:00,10:18,Monsoon,Rainy,Casual,Premium Bike
2022-07-19,11:00,2022,July,11,No,Yes,Tuesday,29.7,ST005,Begumpet,U2591,22,Male,16,11:00,11:16,Monsoon,Rainy,Casual,Electric Bike
2022-07-19,12:00,2022,July,12,No,Yes,Tuesday,30.7,ST001,Banjara Hills,U2592,44,Female,33,12:00,12:33,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-19,13:00,2022,July,13,No,Yes,Tuesday,29.1,ST003,Jubilee Hills,U2593,50,Male,29,13:00,13:29,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-19,14:00,2022,July,14,No,Yes,Tuesday,33.5,ST007,Kondapur,U2594,28,Female,55,14:00,14:55,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-19,15:00,2022,July,15,No,Yes,Tuesday,26.7,ST008,Shamshabad,U2595,38,Female,33,15:00,15:33,Monsoon,Rainy,Casual,Standard Bike
2022-07-19,16:00,2022,July,16,No,Yes,Tuesday,26.4,ST002,Gachibowli,U2596,55,Male,56,16:00,16:56,Monsoon,Rainy,Casual,Premium Bike
2022-07-19,17:00,2022,July,17,No,Yes,Tuesday,20.2,ST003,Jubilee Hills,U2597,57,Male,50,17:00,17:50,Monsoon,Rainy,Subscriber,Premium Bike
